Store,Baseline_Sales,Sales_Disc_10,Sales_Price_0,Disc_Uplift_Ratio,Disc_Uplift_Diff,Sales_Inc_10,Inc_Uplift_Ratio,Inc_Uplift_Diff,Sales_Promo_1,Promo_Uplift_Ratio,Promo_Uplift_Diff,ABV_Mean,Store_Segment
11,9232.773266739847,8289.094934107245,9232.773266739847,0.8977903707402726,-943.6783326326022,10178.648425225983,1.1024475670699678,945.8751584861366,9765.037846328742,1.0576494801953304,532.2645795888948,8.071529000076842,3
12,8256.165601977198,7412.295166516931,8256.165601977198,0.8977890613945322,-843.8704354602669,9102.000516567212,1.1024488794637854,845.8349145900138,8732.135354620259,1.0576502187079526,475.96975264306093,8.984891668796132,3
13,4208.114858536194,3777.949380478603,4208.114858536194,0.8977771537806299,-430.1654780575914,4639.281735704919,1.1024608147978896,431.16687716872457,4450.7418633263105,1.057656934980742,242.6270047901162,10.915957722364022,2
14,5886.418133467757,5284.732477213453,5886.418133467757,0.8977840780909929,-601.6856562543035,6489.504477392477,1.1024538743681525,603.0863439247205,6225.78797146906,1.0576530294495705,339.3698380013029,9.456722804012578,1
15,6099.2920577359555,5475.850992927496,6099.2920577359555,0.8977846840408755,-623.4410648084595,6724.184455484851,1.1024532670076557,624.8923977488957,6450.932637776613,1.0576526876745735,351.64058004065737,9.465950542457184,1
16,7257.1003015732995,6515.332901312326,7257.1003015732995,0.8977873572864684,-741.7674002609738,8000.594491298277,1.1024505875389088,743.4941897249773,7675.480696459791,1.057651179879075,418.38039488649156,8.77442774373762,3
17,7281.130453581977,6536.907206385479,7281.130453581977,0.8977874037636044,-744.223247196498,8027.086207305016,1.1024505409535772,745.9557537230385,7700.89602421265,1.0576511536644928,419.7655706306732,9.072288850868416,3
18,6306.343037538434,5661.741660716059,6306.343037538434,0.897785234170518,-644.6013768223747,6952.445007222652,1.1024527155973443,646.1019696842177,6669.918706251346,1.057652377383966,363.57566871291147,9.216440709650444,1
19,5772.423801439528,5182.388201784019,5772.423801439528,0.8977837352294947,-590.035599655509,6363.83296814114,1.1024542180278112,591.4091667016119,6105.222637158256,1.057653222834355,332.7988357187278,9.64817329203153,1
20,7097.748796584174,6372.266890691175,7097.748796584174,0.8977870411189897,-725.4819058929988,7824.919580299228,1.102450904442407,727.1707837150543,7506.943654923501,1.0576513582075846,409.19485833932686,9.025799275742564,3
21,5287.0330573971605,4746.603692893982,5287.0330573971605,0.8977821098078711,-540.4293645031785,5828.720508643344,1.1024558472333177,541.6874512461836,5591.852399484108,1.0576541396238237,304.8193420869475,10.228653029070607,1
22,5037.235119448004,4522.334744532218,5037.235119448004,0.897781151225633,-514.9003749157864,5553.334151169286,1.1024568080470776,516.0990317212818,5327.655299828913,1.0576546802946798,290.4201803809083,9.613412003799125,1
23,5055.367578772616,4538.614092621835,5055.367578772616,0.8977812239963285,-516.7534861507811,5573.324035659316,1.1024567351069758,517.9564568866999,5346.832972801351,1.0576546392496942,291.4653940287353,10.343436024688511,2
24,7150.0278935211245,6419.20313919511,7150.0278935211245,0.8977871463986541,-730.824754326014,7882.553963495897,1.102450798917657,732.5260699747723,7562.236288228368,1.0576512988265065,412.2083947072433,9.046674861851704,3
25,11229.18183786817,10081.473423790758,11229.18183786817,0.8977923386896279,-1147.7084140774114,12379.562047438996,1.1024455945393457,1150.380209570827,11876.5258696055,1.057648370209332,647.3440317373315,7.658650683453451,0
26,5203.093333593855,4671.242488002948,5203.093333593855,0.8977817979629534,-531.8508455909068,5736.18229565667,1.1024561598041913,533.088962062815,5503.074118299075,1.0576543155142708,299.9807847052198,10.126545054555717,1
27,8716.200767049058,7825.315400099071,8716.200767049058,0.8977897147209007,-890.8853669499877,9609.16006103432,1.1024482246165126,892.959293985261,9218.688435679409,1.0576498502111111,502.4876686303505,8.361058181603152,3
28,5287.667904417428,4747.173659462862,5287.667904417428,0.897782112128671,-540.494244954566,5829.4203871527525,1.1024558449071156,541.7524827353245,5592.523841141538,1.0576541383148186,304.8559367241096,9.905474548858495,1
29,6333.712580163217,5686.314075492567,6333.712580163217,0.8977853041992684,-647.3985046706503,6982.618189239487,1.1024526454055716,648.9056090762697,6698.865917904586,1.0576523378855247,365.1533377413689,9.379655908039272,1
30,7523.442581279689,6754.455383525072,7523.442581279689,0.8977878558323739,-768.9871977546172,8294.219934533958,1.1024500878324195,770.7773532542687,7957.175807282939,1.0576508986833357,433.7332260032499,9.224127327042147,3
31,5442.981062705506,4886.614036601208,5442.981062705506,0.8977826636369467,-556.367026104298,6000.643277461201,1.1024552921149613,557.6622147556955,5756.789752601344,1.0576538272466183,313.80868989583814,9.77088540827456,1
32,4551.439593075993,4086.186821483801,4551.439593075993,0.8977789857301477,-465.25277159219195,5017.775444867992,1.1024589785837047,466.3358517919987,4813.856946861416,1.057655901702976,262.4173537854231,10.134165521099037,2
33,7143.866389435595,6413.671331955496,7143.866389435595,0.8977871340707159,-730.1950574800994,7875.761296668437,1.1024508112742946,731.8949072328423,7555.7196151033795,1.0576513057798556,411.8532256677845,8.928993763984156,3
34,8417.595077506558,7557.226782081065,8417.595077506558,0.8977892987838577,-860.3682954254928,9279.966258077962,1.1024486415218318,862.3711805714047,8902.87014764484,1.0576500848128263,485.2750701382829,8.577551126174686,3
35,6714.958715085233,6028.597404361964,6714.958715085233,0.8977862203111763,-686.3613107232686,7402.917833260597,1.1024517271610108,687.959118175364,7102.088314086457,1.0576518211692847,387.12959900122405,8.977685183223072,3
36,8949.639405973465,8034.896946241517,8949.639405973465,0.8977900205541912,-914.7424597319477,9866.511330603962,1.102447918071261,916.8719246304972,9465.583233361198,1.057649677711413,515.9438273877331,8.146984615368986,3
37,6711.990312715861,6025.932368440695,6711.990312715861,0.8977862135802804,-686.0579442751659,7399.645358224453,1.1024517339075757,687.6550455085917,7098.948803396194,1.0576518249657245,386.95849068033294,9.02048611251113,3
38,5162.406596451936,4634.713876814222,5162.406596451936,0.8977816431583691,-527.6927196377137,5691.327752696839,1.102456314969151,528.9211562449027,5460.042065930747,1.0576544028289776,297.6354694788115,9.854775784934345,1
39,6123.557928805895,5497.636926913248,6123.557928805895,0.897784750439243,-625.9210018926469,6750.9360367819145,1.1024532004547165,627.3781079760192,6476.597272200414,1.057652650223783,353.03934339451916,9.533204668465604,1
40,6076.30342273975,5455.211763327766,6076.30342273975,0.8977846206482,-621.0916594119844,6698.840945819072,1.102453330547905,622.5375230793215,6426.618863448077,1.0576527234300575,350.3154407083266,9.244541384909205,1
41,4254.303967007002,3819.418028568981,4254.303967007002,0.8977774174552052,-434.8859384380212,4690.202293501273,1.1024605505094962,435.8983264942708,4499.593461517368,1.0576567862598998,245.28949451036624,11.082975928491152,2
42,8796.988976513148,7897.847170878657,8796.988976513148,0.8977898224000183,-899.141805634491,9698.223929670798,1.1024481166867246,901.2349531576492,9304.13353903768,1.0576497894766657,507.1445625245324,8.352985706354778,3
43,5695.7546739859645,5113.554548764336,5695.7546739859645,0.8977834969120612,-582.2001252216287,6279.310125745024,1.1024544569000336,583.5554517590599,6024.134053030516,1.0576533572529638,328.37937904455157,9.566041735801605,1
44,6004.596903130699,5390.8335467762845,6004.596903130699,0.8977844197943732,-613.7633563544141,6619.789063307945,1.1024535318693076,615.1921601772465,6350.778947944308,1.0576528367180011,346.18204481360954,9.525690372810363,1
45,4159.122377572558,3733.9638605277332,4159.122377572558,0.8977768677023238,-425.1585170448252,4585.270637827325,1.1024611015421684,426.1482602547667,4398.925297177796,1.0576570963380012,239.80291960523755,10.609131555023678,2
46,6191.176077600252,5558.344598260663,6191.176077600252,0.897784932715905,-632.8314793395894,6825.480750195066,1.1024530177537246,634.3046725948143,6548.113149962216,1.0576525474139504,356.93707236196406,9.449565781771796,1
47,7862.592657006143,7058.944809836774,7862.592657006143,0.8977884417739408,-803.647847169369,8668.111347562231,1.1024495005268158,805.5186905560886,8315.87559115788,1.0576505681936643,453.2829341517363,8.69449942476975,3
48,4553.067306778236,4087.6481851893345,4553.067306778236,0.8977789937574558,-465.4191215889018,5019.569895819635,1.1024589705377092,466.502589041399,4815.578487250147,1.0576558971753187,262.51118047191085,10.264595973421137,2
49,5487.1744662461215,4926.290937931751,5487.1744662461215,0.8977828148595243,-560.8835283143708,6049.363697354776,1.102455140540348,562.1892311086549,5803.530606970204,1.057653741952278,316.35614072408225,9.912172826677383,1
50,3807.286536256347,3418.085135603974,3807.286536256347,0.8977745969613651,-389.2014006523732,4197.393974135195,1.102463377569274,390.10743787884803,4026.808499122369,1.0576583771080899,219.52196286602202,11.054703315480232,2
51,4849.6350112928985,4353.907097314958,4849.6350112928985,0.8977803663938453,-495.72791397794026,5346.516949751517,1.1024575947059059,496.8819384586186,5129.241314203188,1.0576551229647584,279.60630291028974,10.233890828699591,2
52,4750.223593442808,4264.655383231834,4750.223593442808,0.8977799253741969,-485.56821021097403,5236.922176961038,1.1024580367522208,486.6985835182295,5024.099500446702,1.0576553717138601,273.8759070038941,10.529875268938948,2
53,5461.3709112210745,4903.12446907707,5461.3709112210745,0.8977827268613057,-558.2464421440045,6020.916917182893,1.1024552287434206,559.5460059618181,5776.239651510841,1.0576537915860702,314.8687402897667,9.45893564601042,1
54,6676.225559407325,5993.822721424489,6676.225559407325,0.8977861320126794,-682.402837982836,7360.2169897580925,1.102451815665061,683.9914303507676,7061.122453941209,1.057651870972444,384.8968945338838,9.128308672490808,3
55,5032.206133032539,4517.819713287437,5032.206133032539,0.8977811309499916,-514.3864197451021,5547.790013126708,1.1024568283699192,515.5838800941692,5322.336426358302,1.0576546917307863,290.130293325763,10.18417185281421,2
56,5051.13277337747,4534.812078240598,5051.13277337747,0.8977812070476161,-516.320695136872,5568.655431739062,1.1024567520951438,517.5226583615922,5342.354059515727,1.0576546488093068,291.2212861382577,10.010257455220607,1
57,9109.470133477686,8178.393203526729,9109.470133477686,0.8977902209120584,-931.0769299509566,10042.714553981952,1.1024477172469729,933.2444205042666,9634.627121349535,1.0576495647032065,525.1569878718492,8.450393636120202,3
58,5092.274853905982,4571.74949737743,5092.274853905982,0.8977813705147342,-520.525356528552,5614.011961855645,1.1024565882474842,521.7371079496625,5385.867702737337,1.0576545566086555,293.5928488313548,9.779127096813372,1
59,5678.609969090357,5098.162008023293,5678.609969090357,0.8977834427392372,-580.4479610670633,6260.4091777631,1.1024545111989688,581.7992086727436,6006.001071849599,1.0576533878081587,327.39110275924213,10.028938084354655,1
60,6448.365138405231,5789.249307364483,6448.365138405231,0.8977855910926662,-659.1158310407482,7109.015351075856,1.1024523578443037,660.6502126706255,6820.127420718728,1.057652176068528,371.76228231349705,9.233595854363042,1
61,5610.9766077163695,5037.440678799981,5610.9766077163695,0.8977832258064227,-573.5359289163889,6185.847693447324,1.1024547286367894,574.8710857309543,5934.469104605834,1.0576535101651625,323.49249688946475,9.889750156701846,1
62,6016.9455698399515,5401.920197528052,6016.9455698399515,0.8977844547248814,-615.0253723118994,6633.402683871194,1.1024534968574828,616.4571140312428,6363.839431773669,1.0576528170160837,346.89386193371774,9.308171422112347,1
63,6120.684877239103,5495.057497079826,6120.684877239103,0.897784742605229,-625.627380159277,6747.768679948189,1.1024532083069678,627.0838027090858,6473.558608641629,1.0576526546424163,352.87373140252566,9.728183965453415,1
64,7199.095354954727,6463.2559767198745,7199.095354954727,0.8977872438196813,-735.8393782348521,7936.647722578283,1.1024507012698395,737.5523676235562,7614.132156963839,1.0576512438779502,415.03680200911276,9.125546481049666,3
65,4600.13249735609,4129.9033810568435,4600.13249735609,0.8977792234094324,-470.2291162992469,5071.4562784834325,1.1024587403511168,471.32378112734204,4865.35666775666,1.0576557676443028,265.22417040056916,9.953934992607241,2
66,5156.716011146398,4629.604861133335,5156.716011146398,0.8977816213121498,-527.1111500130628,5685.054243907884,1.1024563368662277,528.3382327614854,5454.023456868535,1.0576544151509406,297.30744572213644,10.197114300995223,1
67,7066.548285471433,6344.255026890167,7066.548285471433,0.8977869775451369,-722.293258581266,7790.52299889744,1.1024509681642554,723.9747134260069,7473.94464535832,1.057651394065258,407.3963598868868,9.073650191343486,3
68,9691.611877671177,8701.040899659158,9691.611877671177,0.8977908947948866,-990.5709780120196,10684.488844767611,1.1024470417953856,992.8769670964339,10250.325399993611,1.0576491846118676,558.7135223224341,8.135655302742109,0
69,9548.692114108235,8572.72733014964,9548.692114108235,0.8977907369621226,-975.9647839585941,10526.928884818451,1.102447199995575,978.2367707102167,10099.167278646668,1.0576492736345644,550.4751645384331,8.215339970474016,3
70,6301.574101708395,5657.460103261309,6301.574101708395,0.8977852219063072,-644.1139984470856,6947.187558430063,1.102452727890106,645.6134567216686,6664.874873523653,1.057652384301371,363.3007718152585,9.449531124472198,1
71,6730.395453457984,6042.456530299575,6730.395453457984,0.8977862552184871,-687.9389231584091,7419.935856654436,1.1024516921724377,689.5404031964517,7118.414876025681,1.0576518014804521,388.0194225676969,9.376698523646757,1
72,4805.080458743776,4313.905955884581,4805.080458743776,0.8977801709926818,-491.17450285919494,5297.39838601907,1.1024577905619513,492.3179272752941,5082.118493027983,1.0576552331772267,277.03803428420724,10.356749381072522,2
73,4795.204645869435,4305.03943686633,4795.204645869435,0.8977801271890803,-490.1652090031048,5286.51092971383,1.1024578344675244,491.3062838443948,5071.673406332873,1.05765525788385,276.46876046343823,10.135515448802257,2
74,6941.635908058863,6232.108514594349,6941.635908058863,0.8977867173009187,-709.5273934645138,7652.815038209333,1.1024512290143063,711.17913015047,7341.831914186966,1.0576515408512708,400.19600612810336,9.04672246768907,3
75,6003.412866870175,5389.770517316754,6003.412866870175,0.8977844164375558,-613.6423495534209,6618.483738549943,1.1024535352339393,615.0708716797681,6349.526660001161,1.0576528386113528,346.11379313098587,9.573350297937482,1
76,7891.459430206792,7084.861440380077,7891.459430206792,0.8977884893205896,-806.5979898267151,8699.935131173184,1.102449452869481,808.4757009663927,8346.406338603712,1.0576505413758428,454.94690839692066,8.478847972297658,3
77,5961.869175570985,5352.47253145175,5961.869175570985,0.8977842978144733,-609.3966441192351,6572.684458072139,1.1024536541331695,610.8152825011539,6305.5882558640915,1.0576529055185429,343.71908029310634,9.31913860674576,1
78,4772.162852043757,4284.35248119296,4772.162852043757,0.8977800242835627,-487.81037085079697,5261.108815815624,1.1024579376126002,488.94596377186735,5047.303408927867,1.0576553159258337,275.1405568841101,10.198508206255688,2
79,5615.967270434232,5041.921302973871,5615.967270434232,0.8977832419924386,-574.0459674603608,6191.349582047915,1.102454712413093,575.3823116136828,5939.747445276866,1.0576535010357349,323.78017484263364,9.66995488237669,1
80,5628.095518871621,5052.8100618837925,5628.095518871621,0.8977832812078557,-575.2854569878282,6204.720205469127,1.1024546731063858,576.6246865975063,5952.574805211711,1.0576534789169934,324.47928634008986,9.79780573793933,1
81,5320.661444419858,4776.795307182719,5320.661444419858,0.8977822319802872,-543.8661372371389,5865.793668998227,1.1024557247764912,545.1322245783695,5627.419235585402,1.057654070714697,306.7577911655444,9.655234798605795,1
82,6942.237633795966,6232.648744827515,6942.237633795966,0.8977867185770112,-709.5888889684511,7653.478402608175,1.1024512277352436,711.2407688122094,7342.468325343262,1.0576515401315143,400.2306915472964,8.564900031992464,3
83,3640.1122057497228,3267.9957809695334,3640.1122057497228,0.8977733641857483,-372.1164247801894,4013.0948949700414,1.1024646132147178,372.98268922031866,3849.9976990843043,1.0576590724327282,209.8854933345815,11.208899938247766,2
84,10625.940052000811,9539.88207986268,10625.940052000811,0.8977918220107376,-1086.057972138131,11714.526301147245,1.1024461124210332,1088.586249146434,11238.511274587447,1.0576486616326517,612.5712225866355,8.158346586699798,0
85,8315.340588669427,7465.422554772188,8315.340588669427,0.8977891494841057,-849.9180338972392,9167.237180138332,1.1024487911691445,851.8965914689052,8794.72137908698,1.0576501690226328,479.3807904175519,8.625756858834125,3
86,5639.382170908181,5062.943234333276,5639.382170908181,0.8977833175505334,-576.4389365749048,6217.163022323195,1.102454636679104,577.7808514150138,5964.512056405048,1.0576534584185675,325.12988549686634,9.826242553259478,1
87,6729.470828720173,6041.6264008786475,6729.470828720173,0.897786253132129,-687.8444278415254,7418.916516620381,1.1024516942636526,689.4456879002082,7117.436952925095,1.0576518026572241,387.9661242049224,9.195695182146526,3
88,5674.638090708976,5094.596049893589,5674.638090708976,0.8977834301424291,-580.0420408153868,6256.030434172346,1.1024545238251013,581.3923434633698,6001.800241541875,1.057653394913159,327.162150832899,9.870354959554055,1
89,5620.247763319748,5045.7643356497465,5620.247763319748,0.8977832558522887,-574.4834276700012,6196.068553523877,1.1024546985209787,575.8207902041295,5944.27467962769,1.0576534932183395,324.026916307942,9.541078692637537,1
90,8890.088998038455,7981.432504253939,8890.088998038455,0.8977899440618643,-908.6564937845151,9800.860788962364,1.1024479947416572,910.7717909239091,9402.600147156074,1.057649720855517,512.5111491176194,8.32741917322139,3
91,5765.26153128138,5175.957905323455,5765.26153128138,0.8977837132347841,-589.3036259579249,6355.9370202950895,1.1024542400737243,590.6754890137099,6097.647510564878,1.0576532352400712,332.3859792834983,9.785220461306269,1
92,5381.946473188019,4831.817094251889,5381.946473188019,0.8977824507031452,-550.1293789361298,5933.356519911722,1.1024555055444603,551.4100467237031,5692.236931783235,1.057653947348052,310.2904585952165,9.912545844860036,1
93,5743.001788102088,5155.973075846445,5743.001788102088,0.8977836445268389,-587.0287122556429,6331.397067552562,1.1024543089416177,588.3952794504739,6074.104643736909,1.0576532739935367,331.102855634821,9.544951430417095,1
94,6053.640917502697,5434.8653334953815,6053.640917502697,0.8977845576835801,-618.775584007316,6673.856973494454,1.1024533936591028,620.2160559917565,6402.65001805365,1.0576527589441047,349.0091005509521,9.70680940991924,1
95,7166.962314683292,6434.406886897495,7166.962314683292,0.8977871801718593,-732.5554277857973,7901.223087020569,1.1024507650658304,734.2607723372776,7580.14686424079,1.0576512797773454,413.18454955749803,8.880767529324563,3
96,5001.668382038389,4490.4028764751765,5001.668382038389,0.8977810069537536,-511.2655055632122,5514.124082651972,1.1024569526548131,512.4557006135828,5290.038380550217,1.0576547616686065,288.36999851182827,9.992594619211397,2
97,6249.833294357468,5611.007131922759,6249.833294357468,0.897785087642024,-638.8261624347087,6890.1466053056265,1.102452862466948,640.3133109481587,6610.151558558918,1.057652460030695,360.3182642014499,9.515066650125938,1
98,4715.647805441014,4233.613190979951,4715.647805441014,0.8977797676270731,-482.03461446106303,5198.804567213003,1.1024581948665702,483.1567617719893,4987.5306521072625,1.0576554606882527,271.88284666624895,10.443424969334048,2
99,4840.332136987915,4345.554963369221,4840.332136987915,0.8977803258917293,-494.7771736186942,5336.261121821465,1.1024576353023083,495.9289848335502,5119.402192111101,1.0576551458092394,279.07005512318574,10.388002349638569,2
100,6390.419225894134,5737.225383678722,6390.419225894134,0.8977854473821288,-653.1938422154117,7045.133663709045,1.1024525018893898,654.7144378149114,6758.84131824729,1.0576522571258393,368.4220923531557,9.33087988029471,1
101,6985.3485513047945,6271.353788640099,6985.3485513047945,0.8977868094311016,-713.9947626646954,7701.005450419661,1.1024511366696497,715.656899114867,7388.064295681594,1.0576514888869184,402.7157443767992,9.023366336598276,3
102,8709.29686096072,7819.117063272387,8709.29686096072,0.8977897054263302,-890.1797976883327,9601.548943161933,1.1024482339327206,892.2520822012139,9211.386566097117,1.0576498554535447,502.08970513639724,8.545665718507422,3
103,4283.038575694241,3845.2160016218463,4283.038575694241,0.8977775786197704,-437.8225740723951,4721.880374132313,1.1024603889697489,438.84179843807124,4529.98442605944,1.0576566953579611,246.94585036519857,10.746038977962627,2
104,10226.791681457391,9181.52609807589,10226.791681457391,0.8977914466296685,-1045.2655833815006,11274.490579643283,1.1024464886759664,1047.6988981858922,10816.3546999758,1.0576488733595082,589.5630185184091,7.908668180991316,0
105,4965.690443710984,4458.101831642076,4965.690443710984,0.8977808589112183,-507.58861206890833,5474.4606912454865,1.1024571010419824,508.77024753450223,5251.986557401828,1.0576548451693029,286.2961136908434,10.264125591409238,2
106,7099.251497538796,6373.616017771895,7099.251497538796,0.8977870441667734,-725.635479766901,7826.576212638404,1.102450901387528,727.3247150996085,7508.532976425188,1.0576513564885375,409.2814788863925,8.812744782523062,3
107,8007.097175763585,7188.681174841719,8007.097175763585,0.8977886763508875,-818.4160009218658,8827.418399437309,1.1024492654037878,820.3212236737236,8468.70981811838,1.0576504358848091,461.61264235479393,8.66334067243784,3
108,7337.7843360706765,6587.7711436568015,7337.7843360706765,0.8977875121340101,-750.013192413875,8089.543513651962,1.1024504323308917,751.7591775812853,7760.815619869069,1.057651092540139,423.0312837983929,9.084539596565795,3
109,6544.637444660102,5875.6827225375755,6544.637444660102,0.897785824229524,-668.9547221225266,7215.149452753479,1.1024521241647176,670.5120080933766,6921.94917432676,1.0576520445719286,377.3117296666578,8.914884404294106,3
110,5848.144518365266,5250.370370466256,5848.144518365266,0.897783964465689,-597.7741478990101,6447.310248180769,1.1024539882579694,599.1657298155033,6185.308141305468,1.0576530935378543,337.163622940202,9.64856300704235,1
111,5653.429067404338,5075.55455823292,5653.429067404338,0.8977833625784327,-577.8745091714181,6232.648833341696,1.1024545915463828,579.2197659373587,5979.368661483176,1.0576534330214011,325.9395940788381,9.6317329801363,1
112,6774.165265977133,6081.753131001135,6774.165265977133,0.897786353330705,-692.4121349759971,7468.189294356649,1.1024515938318207,694.0240283795165,7164.707722215485,1.057651746142042,390.5424562383523,9.123869635384137,3
113,6130.040261121468,5503.4567741997425,6130.040261121468,0.8977847680877884,-626.5834869217251,6758.082396351485,1.1024531827650867,628.0421352300173,6483.453267133104,1.0576526402694428,353.41300601163675,9.487857739558336,1
114,5712.258199810964,5128.371438012586,5712.258199810964,0.8977835487517528,-583.8867617983778,6297.504214534303,1.1024544049396625,585.2460147233396,6041.588895503785,1.0576533280137304,329.3306956928218,9.559606697632917,1
115,5187.851975339048,4657.558774616546,5187.851975339048,0.8977817402571812,-530.2932007225027,5719.379666430793,1.1024562176442991,531.5276910917446,5486.954198820216,1.0576543480621612,299.10222348116804,9.766914749016875,1
116,6590.022678895532,5916.429651181971,6590.022678895532,0.8977859317736895,-673.5930277135612,7265.183790273691,1.1024520163701945,675.1611113781582,6969.950560369476,1.0576519839135998,379.92788147394367,9.240984509275556,1
117,4833.892176546746,4339.773157612576,4833.892176546746,0.8977802977626281,-494.1190189341696,5329.161474551632,1.1024576634968921,495.26929800488597,5112.591011504808,1.0576551616749466,278.69883495806243,10.237413748762947,2
118,6256.128814257245,5616.65925875337,6256.128814257245,0.8977851040971899,-639.4695555038752,6897.087016054565,1.1024528459734755,640.9582017973198,6616.809972603477,1.0576524507494582,360.6811583462322,9.105456291315498,1
119,6187.999992412058,5555.493104405627,6187.999992412058,0.8977849242433688,-632.5068880064318,6821.979318044809,1.1024530262459855,633.9793256327503,6544.753984943214,1.0576525521927311,356.75399253115575,9.448795541209728,1
120,6156.978457784363,5527.641925950594,6156.978457784363,0.8977848410305725,-629.3365318337692,6787.780046847803,1.1024531096524963,630.8015890634397,6511.944268647004,1.0576525991273937,354.96581086264086,9.295922698530278,1
121,5027.176927862351,4513.304485644351,5027.176927862351,0.8977811106329,-513.8724422179994,5542.245633920944,1.1024568487343074,515.0687060585933,5317.017321523236,1.0576547031902717,289.84039366088564,10.215482450024362,2
122,6404.752924775388,5750.0941991726595,6404.752924775388,0.8977854831729224,-654.6587256027287,7060.935656137192,1.1024524660152781,656.1827313618041,6774.001257928336,1.0576522369386945,369.24833315294745,9.37418077181477,1
123,8395.146132119004,7537.072086589054,8395.146132119004,0.8977892663181832,-858.0740455299492,9255.217721920424,1.102448674063084,860.0715898014205,8879.127172380897,1.0576501031244983,483.9810402618932,8.565347678615229,3
124,4947.021219296494,4441.340575081905,4947.021219296494,0.8977807812422319,-505.68064421458894,5453.8790573433735,1.1024571788917774,506.8578380468798,5232.241178462294,1.0576548889770803,285.2199591658,10.101242706709344,2
125,11932.787792195297,10713.171862671146,11932.787792195297,0.8977928753311236,-1219.6159295241505,13155.242913542243,1.1024450566485813,1222.4551213469458,12620.689948618792,1.0576480675264686,687.9021564234954,7.7130140234644955,0
126,5567.461841711793,4998.37305922643,5567.461841711793,0.8977830834471623,-569.0887824853626,6137.875428324881,1.1024548713274533,570.4135866130882,5888.446006637254,1.057653590460311,320.9841649254613,10.068505492735415,1
127,6165.969206701421,5535.713833273637,6165.969206701421,0.8977848652337093,-630.2553734277844,6797.691776366307,1.1024530853930157,631.7225696648857,6521.453273433499,1.0576525854760552,355.48406673207774,9.386951121309195,1
128,5761.979947397068,5173.011694587139,5761.979947397068,0.8977837031390588,-588.9682528099293,6352.319282534459,1.1024542501929517,590.3393351373907,6094.176765563425,1.0576532409343813,332.19681816635693,9.50443978877754,1
129,9502.836922869827,8531.558473431302,9502.836922869827,0.8977906853161906,-971.2784494385251,10476.37644955779,1.1024472517617359,973.5395266879641,10050.668845758133,1.057649302764512,547.8319228883065,8.28814593487656,3
130,5304.996058466521,4762.730901118044,5304.996058466521,0.897782175260423,-542.2651573484773,5848.523576172272,1.1024557816283966,543.527517705751,5610.850846078948,1.0576541027065038,305.85478761242666,9.762510743217238,1
131,5276.795283473151,4737.412204724172,5276.795283473151,0.897782072304696,-539.3830787489796,5817.43401327544,1.1024558848237984,540.6387298022883,5581.02448713281,1.057654160776807,304.2292036596582,9.762155704378088,1
132,5556.604477524096,4988.625302025764,5556.604477524096,0.8977830475795513,-567.9791754983326,6125.90587405247,1.1024549072785619,569.3013965283735,5876.9627888339355,1.0576536106907837,320.35831130983934,9.72037587702101,1
